sveitarfelag,ar,staerd,leiguverd,kaupverd,fasteignamat,vextir,afborgun
Norðurþing,2016,90-99,144439,14500000,10700000,0.06625,68570.0384647587
Norðurþing,2016,100-109,163971,16000000,12175000,0.06625,75663.49071973373
Norðurþing,2016,110-150,100000,25750000,14800000,0.06625,121770.93037707148
Norðurþing,2017,60-69,65000,13950000,9290000,0.06,61098.350538718754
Norðurþing,2017,70-79,125000,18500000,9910000,0.06,81026.48637751232
Norðurþing,2017,80-89,125495.5,21500000,12800000,0.06,94165.9166008927
Norðurþing,2017,90-99,135000,17600000,11450000,0.06,77084.65731049821
Norðurþing,2017,110-150,142500,22950000,14100000,0.06,100516.64120885989
Norðurþing,2018,60-69,100000,15925000,12250000,0.06,69748.4754357775
Norðurþing,2018,70-79,145000,19000000,14700000,0.06,83216.3914147424
Norðurþing,2018,100-109,170000,26000000,19450000,0.06,113875.06193596327
Norðurþing,2018,110-150,140000,27500000,21350000,0.06,120444.77704765345
Norðurþing,2019,50-59,130000,15135000,14600000,0.053099999999999994,60623.60210725096
Norðurþing,2019,60-69,100000,18050000,16300000,0.053099999999999994,72299.70386758374
Norðurþing,2019,70-79,125000,18300000,18100000,0.053099999999999994,73301.08480757796
Norðurþing,2019,90-99,150000,23000000,19600000,0.053099999999999994,92127.04647946959
Norðurþing,2019,110-150,130000,44810000,2680000,0.053099999999999994,179487.5196845666
Norðurþing,2020,50-59,130000,16750000,13350000,0.0405,56231.39326248823
Norðurþing,2020,70-79,125000,20000000,18850000,0.0405,67141.96210446356
Norðurþing,2020,80-89,175000,35200000,12350000,0.0405,118169.85330385588
Norðurþing,2020,90-99,180000,40840000,14100000,0.0405,137103.8866173146
Norðurþing,2020,100-109,180000,35125000,30125000,0.0405,117918.07094596414
Norðurþing,2020,110-150,165000,25250000,24375000,0.0405,84766.72715688524
Norðurþing,2021,60-69,102500,23500000,14800000,0.037875,75866.77817999816
Norðurþing,2021,70-79,150000,20000000,18200000,0.037875,64567.470791487794
Norðurþing,2021,80-89,160000,26600000,21775000,0.037875,85874.73615267876
Norðurþing,2021,90-99,150000,26750000,19650000,0.037875,86358.99218361493
Norðurþing,2021,110-150,170000,29000000,26650000,0.037875,93622.8326476573
Norðurþing,2022,50-59,115000,17000000,17350000,0.06,74456.77126582214
Norðurþing,2022,90-99,158000,29900000,23700000,0.06,130956.32122635776
Norðurþing,2022,110-150,90000,39000000,28350000,0.06,170812.59290394493
Rangárþing eystra,2021,90-99,150000,37000000,25350000,0.037875,119449.82096425242
Rangárþing ytra,2013,60-69,75000,11000000,8090000,0.0675,52798.4106289886
Rangárþing ytra,2014,60-69,75000,11300000,9400000,0.06416666666666666,52110.89390016539
Rangárþing ytra,2015,70-79,75000,11000000,8660000,0.066875,52408.06780579901
Rangárþing ytra,2016,80-89,140000,9500000,11600000,0.06625,44925.197614841905
Rangárþing ytra,2020,60-69,128544,15150000,14750000,0.0405,50860.03629413115
Rangárþing ytra,2021,70-79,148038,19325000,16400000,0.037875,62388.31865227508
Rangárþing ytra,2022,60-69,139500,21000000,16100000,0.06,91976.01156366263
Reykjanesbær,2011,50-59,45279,9023000,7910000,0.059,39022.728719526945
Reykjanesbær,2011,60-69,70000,10780000,9330000,0.059,46621.413675773074
Reykjanesbær,2011,70-79,75000,13100000,10700000,0.059,56654.964670930174
Reykjanesbær,2011,80-89,82000,13550000,11400000,0.059,58601.12757947357
Reykjanesbær,2011,90-99,85000,16800000,15900000,0.059,72656.74858562037
Reykjanesbær,2011,100-109,65046,17575000,13850000,0.059,76008.47359477845
Reykjanesbær,2011,110-150,80833,18500000,17100000,0.059,80008.91957345101
Reykjanesbær,2012,50-59,48597,10000000,7970000,0.0641,46078.43280916633
Reykjanesbær,2012,60-69,70000,11002500,9995000,0.0641,50697.79569828525
Reykjanesbær,2012,70-79,80000,11900000,11850000,0.0641,54833.33504290793
Reykjanesbær,2012,80-89,85000,14936000,13050000,0.0641,68822.74724377082
Reykjanesbær,2012,90-99,90000,16400000,15650000,0.0641,75568.62980703276
Reykjanesbær,2012,100-109,75839,17000000,16250000,0.0641,78333.33577558275
Reykjanesbær,2012,110-150,92933,18881000,18850000,0.0641,87000.68898698693
Reykjanesbær,2013,50-59,54208,9610000,8510000,0.0675,46126.61146768913
Reykjanesbær,2013,60-69,75000,10193000,9790000,0.0675,48924.927231025526
Reykjanesbær,2013,70-79,94750,12200000,11225000,0.0675,58558.23724306008
Reykjanesbær,2013,80-89,100000,15115000,12300000,0.0675,72549.81605974206
Reykjanesbær,2013,90-99,100000,18550000,15900000,0.0675,89037.3197425217
Reykjanesbær,2013,100-109,83120,16657000,15725000,0.0675,79951.19325882391
Reykjanesbær,2013,110-150,105682,19500000,17250000,0.0675,93597.1824786616
Reykjanesbær,2014,50-59,55631,7300000,7970000,0.06416666666666666,33664.55977621304
Reykjanesbær,2014,60-69,78287.5,11010000,10400000,0.06416666666666666,50773.53467617885
Reykjanesbær,2014,70-79,90000,14274000,11800000,0.06416666666666666,65825.74332132396
Reykjanesbær,2014,80-89,100000,14900000,12500000,0.06416666666666666,68712.59461172251
Reykjanesbær,2014,90-99,105000,19634500,15400000,0.06416666666666666,90546.13683918561
Reykjanesbær,2014,100-109,89155,19903000,16425000,0.06416666666666666,91784.34701725592
Reykjanesbær,2014,110-150,109985,20884000,17200000,0.06416666666666666,96308.31046115523
Reykjanesbær,2015,50-59,59086,8450000,8460000,0.066875,40258.924814454695
Reykjanesbær,2015,60-69,90000,11350000,10125000,0.066875,54075.59723598353
Reykjanesbær,2015,70-79,112000,14750000,11975000,0.066875,70274.45455777596
Reykjanesbær,2015,80-89,128700,13900000,13100000,0.066875,66224.74022732784
Reykjanesbær,2015,90-99,125000,20000000,15950000,0.066875,95287.39601054367
Reykjanesbær,2015,100-109,103293,20419000,17150000,0.066875,97283.66695696455
Reykjanesbær,2015,110-150,120057,21175000,18025000,0.066875,100885.5305261631
Reykjanesbær,2016,50-59,73463,12374500,9184000,0.06625,58518.61661945907
Reykjanesbær,2016,60-69,105000,13800000,10600000,0.06625,65259.760745770356
Reykjanesbær,2016,70-79,120000,16200000,11900000,0.06625,76609.28435373041
Reykjanesbær,2016,80-89,130000,17133500,13100000,0.06625,81023.77614040989
Reykjanesbær,2016,90-99,134000,24100000,16750000,0.06625,113968.13289659894
Reykjanesbær,2016,100-109,114915,22500000,17500000,0.06625,106401.78382462557
Reykjanesbær,2016,110-150,130765,24600000,17850000,0.06625,116332.61698159063
Reykjanesbær,2017,50-59,90000,16000000,9410000,0.06,70076.961191362
Reykjanesbær,2017,60-69,125000,19000000,11250000,0.06,83216.3914147424
Reykjanesbær,2017,70-79,140000,22700000,13100000,0.06,99421.68869024486
Reykjanesbær,2017,80-89,155250,24030000,13800000,0.06,105246.83608927683
Reykjanesbær,2017,90-99,153500,24900000,14000000,0.06,109057.27085405713
Reykjanesbær,2017,100-109,138000,27500000,17250000,0.06,120444.77704765345
Reykjanesbær,2017,110-150,178000,31225000,19725000,0.06,136759.56957501743
Reykjanesbær,2018,50-59,140000,18150000,11350000,0.06,79493.55285145128
Reykjanesbær,2018,60-69,145000,21500000,14850000,0.06,94165.9166008927
Reykjanesbær,2018,70-79,165000,23000000,15500000,0.06,100735.6317125829
Reykjanesbær,2018,80-89,177000,26200000,19150000,0.06,114751.02395085529
Reykjanesbær,2018,90-99,178500,26400000,15200000,0.06,115626.98596574731
Reykjanesbær,2018,100-109,160000,30690000,20725000,0.06,134416.37118518125
Reykjanesbær,2018,110-150,188250,30900000,21950000,0.06,135336.13130081788
Reykjanesbær,2019,50-59,150000,18500000,15900000,0.053099999999999994,74102.18955957335
Reykjanesbær,2019,60-69,150048.5,19700000,19600000,0.053099999999999994,78908.81807154568
Reykjanesbær,2019,70-79,168000,28350000,24675000,0.053099999999999994,113556.5985953462
Reykjanesbær,2019,80-89,185000,29850000,25900000,0.053099999999999994,119564.88423531159
Reykjanesbær,2019,90-99,190000,30000000,26250000,0.053099999999999994,120165.71279930814
Reykjanesbær,2019,100-109,170000,33750000,35425000,0.053099999999999994,135186.42689922167
Reykjanesbær,2019,110-150,191000,34000000,32150000,0.053099999999999994,136187.80783921588
Reykjanesbær,2020,50-59,147500,17950000,15575000,0.0405,60259.910988756055
Reykjanesbær,2020,60-69,150000,23500000,22300000,0.0405,78891.8054727447
Reykjanesbær,2020,70-79,175000,29900000,25550000,0.0405,100377.23334617303
Reykjanesbær,2020,80-89,190000,28500000,28650000,0.0405,95677.29599886057
Reykjanesbær,2020,90-99,190000,29000000,27450000,0.0405,97355.84505147218
Reykjanesbær,2020,100-109,175000,39250000,41550000,0.0405,131766.10063000975
Reykjanesbær,2020,110-150,198200,37000000,37300000,0.0405,124212.6298932576
Reykjanesbær,2021,50-59,150000,21500000,14275000,0.037875,69410.03110084937
Reykjanesbær,2021,60-69,160000,26000000,21100000,0.037875,83937.71202893413
Reykjanesbær,2021,70-79,179000,32900000,21525000,0.037875,106213.4894519974
Reykjanesbær,2021,80-89,190000,35750000,23825000,0.037875,115414.35403978442
Reykjanesbær,2021,90-99,190000,31000000,27900000,0.037875,100079.57972680607
Reykjanesbær,2021,100-109,175000,39500000,33250000,0.037875,127520.75481318838
Reykjanesbær,2021,110-150,198000,39000000,35200000,0.037875,125906.56804340117
Reykjanesbær,2022,50-59,165000,25500000,18150000,0.06,111685.15689873321
Reykjanesbær,2022,60-69,165250,31200000,21500000,0.06,136650.07432315592
Reykjanesbær,2022,70-79,190000,35200000,25500000,0.06,154169.31462099642
Reykjanesbær,2022,80-89,197750,43500000,31000000,0.06,190521.73823901545
Reykjanesbær,2022,90-99,195000,37500000,26350000,0.06,164242.87779225473
Reykjanesbær,2022,100-109,180000,46250000,35975000,0.06,202566.21594378081
Reykjanesbær,2022,110-150,230000,48000000,37125000,0.06,210230.88357408604
Reykjavíkurborg,2011,50-59,93141.5,14612500,12250000,0.059,63196.234446867726
Reykjavíkurborg,2011,60-69,99690.5,16250000,13900000,0.059,70278.10503073399
Reykjavíkurborg,2011,70-79,110000,18500000,15600000,0.059,80008.91957345101
Reykjavíkurborg,2011,80-89,120000,19950000,16900000,0.059,86279.88894542419
Reykjavíkurborg,2011,90-99,130000,22000000,18425000,0.059,95145.74219545526
Reykjavíkurborg,2011,100-109,135000,23975000,19625000,0.059,103687.23496072908
Reykjavíkurborg,2011,110-150,145500,27000000,22350000,0.059,116769.77451260417
Reykjavíkurborg,2012,50-59,100000,15475000,13175000,0.0641,71306.37477218489
Reykjavíkurborg,2012,60-69,110000,17700000,14700000,0.0641,81558.82607222439
Reykjavíkurborg,2012,70-79,129500,19100000,16500000,0.0641,88009.80666550767
Reykjavíkurborg,2012,80-89,130000,21500000,18050000,0.0641,99068.63053970759
Reykjavíkurborg,2012,90-99,140000,23200000,19300000,0.0641,106901.96411726586
Reykjavíkurborg,2012,100-109,150000,24650000,20900000,0.0641,113583.33687459498
Reykjavíkurborg,2012,110-150,152500,28850000,23950000,0.0641,132936.27865444482
Reykjavíkurborg,2013,50-59,110000,17000000,14400000,0.0675,81597.54369934602
Reykjavíkurborg,2013,60-69,115000,18500000,15950000,0.0675,88797.32696693538
Reykjavíkurborg,2013,70-79,140000,21225000,17550000,0.0675,101876.93323638936
Reykjavíkurborg,2013,80-89,150000,23200000,19450000,0.0675,111356.64787204869
Reykjavíkurborg,2013,90-99,150000,24800000,21000000,0.0675,119036.41669081066
Reykjavíkurborg,2013,100-109,160000,27000000,22900000,0.0675,129596.09881660838
Reykjavíkurborg,2013,110-150,175000,30500000,25650000,0.0675,146395.5931076502
Reykjavíkurborg,2014,50-59,120000,19700000,15300000,0.06416666666666666,90848.19556046533
Reykjavíkurborg,2014,60-69,127905.5,21837000,16700000,0.06416666666666666,100703.14956618688
Reykjavíkurborg,2014,70-79,145000,24000000,18750000,0.06416666666666666,110678.00474371412
Reykjavíkurborg,2014,80-89,156598,26000000,20900000,0.06416666666666666,119901.17180569029
Reykjavíkurborg,2014,90-99,160000,27500000,21950000,0.06416666666666666,126818.54710217242
Reykjavíkurborg,2014,100-109,175000,28750000,23650000,0.06416666666666666,132583.02651590752
Reykjavíkurborg,2014,110-150,187352,33900000,27700000,0.06416666666666666,156332.68170049618
Reykjavíkurborg,2015,50-59,120000,22500000,17400000,0.066875,107198.32051186162
Reykjavíkurborg,2015,60-69,140000,23750000,18950000,0.066875,113153.7827625206
Reykjavíkurborg,2015,70-79,152000,26500000,21500000,0.066875,126255.79971397035
Reykjavíkurborg,2015,80-89,165000,27950000,23000000,0.066875,133164.13592473476
Reykjavíkurborg,2015,90-99,175000,28450000,24050000,0.066875,135546.32082499837
Reykjavíkurborg,2015,100-109,185000,31800000,26850000,0.066875,151506.95965676443
Reykjavíkurborg,2015,110-150,200000,36500000,30850000,0.066875,173899.49771924218
Reykjavíkurborg,2016,50-59,130000,25000000,19200000,0.06625,118224.20424958397
Reykjavíkurborg,2016,60-69,143000,26750000,20825000,0.06625,126499.89854705485
Reykjavíkurborg,2016,70-79,167000,29500000,23475000,0.06625,139504.5610145091
Reykjavíkurborg,2016,80-89,172500,31000000,25050000,0.06625,146598.0132694841
Reykjavíkurborg,2016,90-99,186000,33000000,27200000,0.06625,156055.94960945085
Reykjavíkurborg,2016,100-109,193500,34850000,29000000,0.06625,164804.54072392004
Reykjavíkurborg,2016,110-150,215000,39800000,33800000,0.06625,188212.93316533766
Reykjavíkurborg,2017,50-59,160000,29900000,22500000,0.06,130956.32122635776
Reykjavíkurborg,2017,60-69,170000,32000000,23775000,0.06,140153.922382724
Reykjavíkurborg,2017,70-79,185000,34550000,26200000,0.06,151322.43807259735
Reykjavíkurborg,2017,80-89,199000,37000000,28500000,0.06,162052.97275502465
Reykjavíkurborg,2017,90-99,200000,39000000,30300000,0.06,170812.59290394493
Reykjavíkurborg,2017,100-109,210000,41450000,32450000,0.06,181543.1275863722
Reykjavíkurborg,2017,110-150,240000,48000000,37400000,0.06,210230.88357408604
Reykjavíkurborg,2018,50-59,174000,31500000,26500000,0.06,137964.01734549395
Reykjavíkurborg,2018,60-69,180000,33372000,27700000,0.06,146163.02180488332
Reykjavíkurborg,2018,70-79,200000,35700000,31325000,0.06,156359.2196582265
Reykjavíkurborg,2018,80-89,220000,38500000,33100000,0.06,168622.68786671484
Reykjavíkurborg,2018,90-99,220000,40900000,35450000,0.06,179134.23204541914
Reykjavíkurborg,2018,100-109,235000,43500000,38300000,0.06,190521.73823901545
Reykjavíkurborg,2018,110-150,250000,49500000,43100000,0.06,216800.59868577623
Reykjavíkurborg,2019,50-59,180000,31007000,28975000,0.053099999999999994,124199.27522560491
Reykjavíkurborg,2019,60-69,190000,34500000,31375000,0.053099999999999994,138190.56971920436
Reykjavíkurborg,2019,70-79,210000,37000000,34525000,0.053099999999999994,148204.3791191467
Reykjavíkurborg,2019,80-89,220000,40300000,36800000,0.053099999999999994,161422.6075270706
Reykjavíkurborg,2019,90-99,232500,42000000,38550000,0.053099999999999994,168231.9979190314
Reykjavíkurborg,2019,100-109,248850,44250000,40850000,0.053099999999999994,177244.4263789795
Reykjavíkurborg,2019,110-150,256234,51500000,46650000,0.053099999999999994,206284.4736388123
Reykjavíkurborg,2020,50-59,180000,35000000,29900000,0.0405,117498.43368281123
Reykjavíkurborg,2020,60-69,190000,37200000,33900000,0.0405,124884.04951430223
Reykjavíkurborg,2020,70-79,210000,40500000,36550000,0.0405,135962.47326153872
Reykjavíkurborg,2020,80-89,215000,42950000,39250000,0.0405,144187.36361933552
Reykjavíkurborg,2020,90-99,230000,44700000,40925000,0.0405,150062.28530347606
Reykjavíkurborg,2020,100-109,240000,48350000,43875000,0.0405,162315.69338754067
Reykjavíkurborg,2020,110-150,250000,55500000,49475000,0.0405,186318.9448398864
Reykjavíkurborg,2021,50-59,180000,36900000,30850000,0.037875,119126.98361029498
Reykjavíkurborg,2021,60-69,190000,40000000,34225000,0.037875,129134.94158297559
Reykjavíkurborg,2021,70-79,210000,44900000,37500000,0.037875,144953.97192689008
Reykjavíkurborg,2021,80-89,220000,48100000,40150000,0.037875,155284.76725352812
Reykjavíkurborg,2021,90-99,230000,50100000,42900000,0.037875,161741.51433267692
Reykjavíkurborg,2021,100-109,245000,55300000,45525000,0.037875,178529.05673846375
Reykjavíkurborg,2021,110-150,260000,63500000,51850000,0.037875,205001.71976297375
Reykjavíkurborg,2022,50-59,195000,45500000,32950000,0.06,199281.35838793573
Reykjavíkurborg,2022,60-69,200000,48000000,36350000,0.06,210230.88357408604
Reykjavíkurborg,2022,70-79,220000,53250000,40900000,0.06,233224.88646500168
Reykjavíkurborg,2022,80-89,235000,57100000,42400000,0.06,250087.1552516732
Reykjavíkurborg,2022,90-99,240000,60000000,46600000,0.06,262788.6044676075
Reykjavíkurborg,2022,100-109,260000,65000000,48750000,0.06,284687.6548399082
Reykjavíkurborg,2022,110-150,270000,75000000,55850000,0.06,328485.75558450946
Seltjarnarnesbær,2011,50-59,100000,17850000,14450000,0.059,77197.79537222165
Seltjarnarnesbær,2011,60-69,105000,16900000,15050000,0.059,73089.22923196336
Seltjarnarnesbær,2011,70-79,100000,22500000,17200000,0.059,97308.14542717014
Seltjarnarnesbær,2011,80-89,122500,22000000,16825000,0.059,95145.74219545526
Seltjarnarnesbær,2011,100-109,130000,26550000,20800000,0.059,114823.61160406077
Seltjarnarnesbær,2011,110-150,120000,35600000,24150000,0.059,153963.11009810033
Seltjarnarnesbær,2012,50-59,110000,17075000,14650000,0.0641,78678.9240216515
Seltjarnarnesbær,2012,60-69,130000,18900000,16975000,0.0641,87088.23800932436
Seltjarnarnesbær,2012,70-79,125000,21400000,17600000,0.0641,98607.84621161594
Seltjarnarnesbær,2012,80-89,142500,24250000,17325000,0.0641,111740.19956222833
Seltjarnarnesbær,2012,90-99,140000,21112000,17750000,0.0641,97280.78734671194
Seltjarnarnesbær,2012,100-109,150000,32700000,19100000,0.0641,150676.4752859739
Seltjarnarnesbær,2012,110-150,165000,35975000,27225000,0.0641,165767.16203097583
Seltjarnarnesbær,2013,50-59,110000,17400000,15250000,0.0675,83517.48590403651
Seltjarnarnesbær,2013,60-69,130000,19500000,18050000,0.0675,93597.1824786616
Seltjarnarnesbær,2013,70-79,145000,22800000,20250000,0.0675,109436.7056673582
Seltjarnarnesbær,2013,80-89,145000,20136000,20300000,0.0675,96649.8905841195
Seltjarnarnesbær,2013,100-109,165000,30100000,25900000,0.0675,144475.65090295972
Seltjarnarnesbær,2013,110-150,170500,35500000,27350000,0.0675,170394.87066628138
Seltjarnarnesbær,2014,50-59,120000,22050000,16500000,0.06416666666666666,101685.41685828734
Seltjarnarnesbær,2014,70-79,157500,24100000,19625000,0.06416666666666666,111139.16309681292
Seltjarnarnesbær,2014,80-89,165000,30100000,22275000,0.06416666666666666,138808.66428274143
Seltjarnarnesbær,2014,90-99,146500,30250000,21075000,0.06416666666666666,139500.40181238967
Seltjarnarnesbær,2014,100-109,165000,36000000,27200000,0.06416666666666666,166017.00711557115
Seltjarnarnesbær,2014,110-150,190000,44250000,24600000,0.06416666666666666,204062.57124622288
Seltjarnarnesbær,2015,50-59,119394.5,23200000,18150000,0.066875,110533.37937223064
Seltjarnarnesbær,2015,60-69,160000,25500000,19650000,0.066875,121491.42991344316
Seltjarnarnesbær,2015,70-79,150000,27400000,24800000,0.066875,130543.73253444482
Seltjarnarnesbær,2015,80-89,178000,31850000,26750000,0.066875,151745.17814679077
Seltjarnarnesbær,2015,90-99,154500,36500000,23150000,0.066875,173899.49771924218
Seltjarnarnesbær,2015,100-109,200000,36500000,31600000,0.066875,173899.49771924218
Seltjarnarnesbær,2015,110-150,200000,42500000,34500000,0.066875,202485.71652240527
Seltjarnarnesbær,2016,50-59,139000,28900000,19500000,0.06625,136667.18011251907
Seltjarnarnesbær,2016,60-69,141000,30900000,24700000,0.06625,146125.11645248576
Seltjarnarnesbær,2016,70-79,175000,39700000,22175000,0.06625,187740.03634833934
Seltjarnarnesbær,2016,80-89,160000,36750000,29825000,0.06625,173789.58024688842
Seltjarnarnesbær,2016,90-99,180000,28500000,27950000,0.06625,134775.5928445257
Seltjarnarnesbær,2016,100-109,217500,39200000,33300000,0.06625,185375.55226334764
Seltjarnarnesbær,2016,110-150,167500,56000000,37550000,0.06625,264822.21751906804
Seltjarnarnesbær,2017,50-59,150000,38150000,14005000,0.06,167089.7543406538
Seltjarnarnesbær,2017,60-69,170000,33000000,25000000,0.06,144533.73245718415
Seltjarnarnesbær,2017,70-79,210000,31881000,26225000,0.06,139632.72498386327
Seltjarnarnesbær,2017,80-89,222000,40900000,27850000,0.06,179134.23204541914
Seltjarnarnesbær,2017,90-99,197500,52000000,38400000,0.06,227750.12387192654
Seltjarnarnesbær,2017,100-109,235000,48000000,37300000,0.06,210230.88357408604
Seltjarnarnesbær,2017,110-150,245000,58550000,43600000,0.06,256437.87985964038
Seltjarnarnesbær,2018,50-59,150000,31500000,27000000,0.06,137964.01734549395
Seltjarnarnesbær,2018,60-69,175000,34500000,31925000,0.06,151103.44756887434
Seltjarnarnesbær,2018,70-79,225000,38500000,34300000,0.06,168622.68786671484
Seltjarnarnesbær,2018,80-89,223000,45400000,39300000,0.06,198843.37738048972
Seltjarnarnesbær,2018,90-99,235000,49150000,32625000,0.06,215267.6651597152
Seltjarnarnesbær,2018,100-109,250000,47500000,42650000,0.06,208040.97853685598
Seltjarnarnesbær,2018,110-150,230000,58750000,48325000,0.06,257313.8418745324
Seltjarnarnesbær,2019,50-59,175000,34300000,30450000,0.053099999999999994,137389.46496720897
Seltjarnarnesbær,2019,60-69,181000,37100000,32400000,0.053099999999999994,148604.93149514438
Seltjarnarnesbær,2019,70-79,210000,39900000,36200000,0.053099999999999994,159820.39802307982
Seltjarnarnesbær,2019,80-89,260000,45000000,40650000,0.053099999999999994,180248.5691989622
Seltjarnarnesbær,2019,90-99,227500,45300000,42250000,0.053099999999999994,181450.2263269553
Seltjarnarnesbær,2019,100-109,280000,48900000,45050000,0.053099999999999994,195870.11186287226
Seltjarnarnesbær,2019,110-150,270000,55750000,54825000,0.053099999999999994,223307.94961871428
Seltjarnarnesbær,2020,50-59,170000,31800000,29175000,0.0405,106755.71974609708
Seltjarnarnesbær,2020,60-69,175000,37700000,35100000,0.0405,126562.59856691383
Seltjarnarnesbær,2020,70-79,210000,40800000,39525000,0.0405,136969.60269310567
Seltjarnarnesbær,2020,80-89,235000,45900000,43725000,0.0405,154090.80302974387
Seltjarnarnesbær,2020,90-99,220000,50750000,44225000,0.0405,170372.72884007628
Seltjarnarnesbær,2020,100-109,270000,47750000,47425000,0.0405,160301.43452440677
Seltjarnarnesbær,2020,110-150,250000,62000000,55050000,0.0405,208140.08252383705
Seltjarnarnesbær,2021,50-59,170000,38700000,31200000,0.037875,124938.05598152886
Seltjarnarnesbær,2021,60-69,180000,41950000,35725000,0.037875,135430.26998514563
Seltjarnarnesbær,2021,70-79,215000,48000000,40250000,0.037875,154961.9298995707
Seltjarnarnesbær,2021,80-89,232500,48900000,43750000,0.037875,157867.46608518765
Seltjarnarnesbær,2021,90-99,267500,56000000,49050000,0.037875,180788.9182161658
Seltjarnarnesbær,2021,100-109,260000,52000000,46500000,0.037875,167875.42405786825
Seltjarnarnesbær,2021,110-150,250000,64750000,53475000,0.037875,209037.18668744172
Seltjarnarnesbær,2022,50-59,182500,43500000,34650000,0.06,190521.73823901545
Seltjarnarnesbær,2022,60-69,220000,49750000,38950000,0.06,217895.55120439126
Seltjarnarnesbær,2022,70-79,205000,50000000,39750000,0.06,218990.5037230063
Seltjarnarnesbær,2022,80-89,185000,57600000,48850000,0.06,252277.06028890325
Seltjarnarnesbær,2022,90-99,250000,64004000,42350000,0.06,280325.36400574585
Seltjarnarnesbær,2022,100-109,280000,66900000,57250000,0.06,293009.2939813824
Seltjarnarnesbær,2022,110-150,250000,73000000,59450000,0.06,319726.1354355892
Skagafjörður,2011,60-69,65000,7300000,6720000,0.059,31571.087183037424
Skagafjörður,2011,70-79,90000,6910000,7480000,0.059,29884.41266229981
Skagafjörður,2011,80-89,85000,11700000,8170000,0.059,50600.23562212847
Skagafjörður,2012,60-69,47564,8400000,6960000,0.0641,38705.88355969971
Skagafjörður,2012,70-79,60000,11500000,8920000,0.0641,52990.19773054127
Skagafjörður,2012,80-89,87500,11899000,10410000,0.0641,54828.72719962701
Skagafjörður,2013,50-59,79057,4989000,6490000,0.0675,23946.479148002192
Skagafjörður,2013,60-69,50817,10000000,8020000,0.0675,47998.55511726236
Skagafjörður,2013,70-79,95000,12150000,11400000,0.0675,58318.24446747376
Skagafjörður,2013,80-89,95000,11500000,10150000,0.0675,55198.33838485172
Skagafjörður,2013,100-109,129268,17500000,16400000,0.0675,83997.47145520913
Skagafjörður,2013,110-150,115000,16250000,13700000,0.0675,77997.652065551345
Skagafjörður,2014,50-59,90000,7000000,7130000,0.06416666666666666,32281.08471691661
Skagafjörður,2014,60-69,52013,7400000,8160000,0.06416666666666666,34125.718129311856
Skagafjörður,2014,70-79,107970,9500000,8420000,0.06416666666666666,43810.043544386834
Skagafjörður,2014,80-89,117500,13900000,11100000,0.06416666666666666,64101.01108073442
Skagafjörður,2014,110-150,105000,14700000,11050000,0.06416666666666666,67790.2779055249
Skagafjörður,2015,50-59,75000,11300000,6770000,0.066875,53837.37874595717
Skagafjörður,2015,70-79,109012,13500000,11000000,0.066875,64318.992307116976
Skagafjörður,2015,80-89,110000,13000000,10275000,0.066875,61936.80740685338
Skagafjörður,2015,100-109,139919,6200000,9430000,0.066875,29539.092763268534
Skagafjörður,2015,110-150,95000,16936500,15025000,0.066875,80691.74912662864
Skagafjörður,2016,50-59,85536,10500000,7380000,0.06625,49654.165784825265
Skagafjörður,2016,70-79,80000,14000000,9830000,0.06625,66205.55437976701
Skagafjörður,2016,80-89,115000,14500000,11700000,0.06625,68570.0384647587
Skagafjörður,2016,90-99,47067,14500000,11550000,0.06625,68570.0384647587
Skagafjörður,2016,100-109,145000,15000000,17600000,0.06625,70934.52254975039
Skagafjörður,2017,50-59,87241,11650000,7985000,0.06,51024.78736746046
Skagafjörður,2017,60-69,102500,11000000,10020000,0.06,48177.910819061384
Skagafjörður,2017,80-89,115000,14500000,12275000,0.06,63507.24607967182
Skagafjörður,2017,90-99,120000,14225000,12100000,0.06,62302.79830919529
Skagafjörður,2017,100-109,150000,18350000,14325000,0.06,80369.5148663433
Skagafjörður,2017,110-150,148598,22250000,18100000,0.06,97450.7741567378
Skagafjörður,2018,70-79,90000,12000000,9960000,0.06,52557.72089352151
Skagafjörður,2018,80-89,125000,18000000,13350000,0.06,78836.58134028227
Skagafjörður,2018,100-109,160000,19500000,15150000,0.06,85406.29645197246
Skagafjörður,2018,110-150,170000,24000000,16950000,0.06,105115.44178704302
Skagafjörður,2019,70-79,135000,15000000,13300000,0.053099999999999994,60082.85639965407
Skagafjörður,2019,80-89,140000,18900000,15275000,0.053099999999999994,75704.39906356414
Skagafjörður,2019,90-99,132500,14000000,11925000,0.053099999999999994,56077.33263967714
Skagafjörður,2019,110-150,177500,23250000,18975000,0.053099999999999994,93128.42741946381
Skagafjörður,2020,50-59,84182,12000000,9640000,0.0405,40285.17726267814
Skagafjörður,2020,60-69,131500,15650000,13425000,0.0405,52538.58534674274
Skagafjörður,2020,70-79,180000,19000000,16950000,0.0405,63784.86399924039
Skagafjörður,2020,80-89,139260,20500000,18500000,0.0405,68820.51115707515
Skagafjörður,2020,90-99,157905,17000000,20300000,0.0405,57070.66778879403
Skagafjörður,2020,100-109,170000,24000000,24100000,0.0405,80570.35452535628
Skagafjörður,2020,110-150,160000,22250000,23825000,0.0405,74695.43284121572
Skagafjörður,2021,50-59,97488.5,15000000,11700000,0.037875,48425.60309361584
Skagafjörður,2021,60-69,125000,16850000,15475000,0.037875,54398.094141828464
