sveitarfelag,ar,staerd,leiguverd,kaupverd,fasteignamat,vextir,afborgun
Fjallabyggð,2019,110-150,135000,15000000,12100000,0.053099999999999994,60082.85639965407
Fjallabyggð,2020,50-59,84000,7500000,9300000,0.0405,25178.235789173836
Fjallabyggð,2020,60-69,89247,13250000,13520000,0.0405,44481.54989420711
Fjallabyggð,2020,70-79,105000,10100000,9140000,0.0405,33906.6908627541
Fjallabyggð,2020,80-89,98750,12500000,11650000,0.0405,41963.72631528973
Fjallabyggð,2020,90-99,100000,15375000,14500000,0.0405,51615.38336780636
Fjallabyggð,2020,100-109,105000,23600000,20400000,0.0405,79227.51528326701
Fjallabyggð,2020,110-150,100000,19500000,19900000,0.0405,65463.41305185197
Fjallabyggð,2021,70-79,86000,9700000,9890000,0.037875,31315.223333871578
Fjallabyggð,2021,80-89,115000,10700000,10250000,0.037875,34543.59687344597
Fjallabyggð,2021,100-109,110000,15000000,12850000,0.037875,48425.60309361584
Fjallabyggð,2021,110-150,110000,22000000,17450000,0.037875,71024.21787063657
Fjallabyggð,2022,110-150,125000,20600000,16850000,0.06,90224.08753387858
Fjarðabyggð,2011,60-69,71634.5,8100000,8990000,0.059,35030.93235378125
Fjarðabyggð,2011,70-79,75000,11500000,9900000,0.059,49735.27432944252
Fjarðabyggð,2011,90-99,80000,13300000,8300000,0.059,57519.92596361613
Fjarðabyggð,2011,110-150,100000,11725000,11675000,0.059,50708.35578371422
Fjarðabyggð,2012,60-69,60000,7500000,7280000,0.0641,34558.82460687474
Fjarðabyggð,2012,90-99,90000,12900000,9050000,0.0641,59441.178323824555
Fjarðabyggð,2012,100-109,92700,14500000,12500000,0.0641,66813.72757329117
Fjarðabyggð,2012,110-150,100000,10003000,11450000,0.0641,46092.25633900907
Fjarðabyggð,2013,70-79,80000,11500000,11100000,0.0675,55198.33838485172
Fjarðabyggð,2013,80-89,75000,15600000,13925000,0.0675,74877.7459829293
Fjarðabyggð,2013,90-99,95000,10139500,9735000,0.0675,48668.13496114817
Fjarðabyggð,2013,100-109,101000,10952000,10900000,0.0675,52568.01756442574
Fjarðabyggð,2013,110-150,110000,10498500,10625000,0.0675,50391.28308985789
Fjarðabyggð,2014,60-69,72000,7575000,7400000,0.06416666666666666,34932.745247234765
Fjarðabyggð,2014,80-89,90000,12000000,8520000,0.06416666666666666,55339.00237185706
Fjarðabyggð,2014,90-99,95000,13870000,9700000,0.06416666666666666,63962.66357480477
Fjarðabyggð,2014,100-109,100000,12043000,10350000,0.06416666666666666,55537.30046368954
Fjarðabyggð,2014,110-150,130000,11200000,11250000,0.06416666666666666,51649.735547066586
Fjarðabyggð,2015,60-69,70000,9250000,7930000,0.066875,44070.42065487644
Fjarðabyggð,2015,70-79,80000,10775000,9610000,0.066875,51336.0846006804
Fjarðabyggð,2015,80-89,115000,12250000,10820000,0.066875,58363.53005645799
Fjarðabyggð,2015,90-99,127000,6500000,9240000,0.066875,30968.40370342669
Fjarðabyggð,2015,100-109,80000,15000000,12250000,0.066875,71465.54700790775
Fjarðabyggð,2015,110-150,110000,10350000,11600000,0.066875,49311.22743545634
Fjarðabyggð,2016,50-59,75000,6600000,5950000,0.06625,31211.189921890167
Fjarðabyggð,2016,60-69,110000,7100000,7410000,0.06625,33575.67400688185
Fjarðabyggð,2016,80-89,117500,12500000,10600000,0.06625,59112.102124791985
Fjarðabyggð,2016,90-99,125000,14500000,10400000,0.06625,68570.0384647587
Fjarðabyggð,2016,100-109,110000,13500000,11000000,0.06625,63841.070294775345
Fjarðabyggð,2016,110-150,107000,8250000,10110000,0.06625,39013.98740236271
Fjarðabyggð,2017,50-59,90000,7600000,5880000,0.06,33286.55656589696
Fjarðabyggð,2017,60-69,90000,10500000,10250000,0.06,45988.005781831314
Fjarðabyggð,2017,70-79,115500,8500000,7155000,0.06,37228.38563291107
Fjarðabyggð,2017,90-99,136184.5,15872500,10750000,0.06,69518.53540686835
Fjarðabyggð,2017,100-109,145000,15350000,12775000,0.06,67230.08464296293
Fjarðabyggð,2017,110-150,117000,16800000,13600000,0.06,73580.8092509301
Fjarðabyggð,2018,50-59,80000,15700000,12200000,0.06,68763.01816902397
Fjarðabyggð,2018,60-69,109162,13146500,8925000,0.06,57579.17314389004
Fjarðabyggð,2018,70-79,116500,6950000,8610000,0.06,30439.680017497874
Fjarðabyggð,2018,80-89,127000,12000000,11300000,0.06,52557.72089352151
Fjarðabyggð,2018,90-99,140500,16650000,11375000,0.06,72923.83773976109
Fjarðabyggð,2018,100-109,150000,16149000,14550000,0.06,70729.55289245657
Fjarðabyggð,2018,110-150,135000,20150000,14450000,0.06,88253.17300037152
Fjarðabyggð,2019,50-59,75000,11400000,8210000,0.053099999999999994,45662.970863737086
Fjarðabyggð,2019,60-69,125000,10000000,9835000,0.053099999999999994,40055.23759976938
Fjarðabyggð,2019,70-79,120000,15800000,15200000,0.053099999999999994,63287.27540763562
Fjarðabyggð,2019,80-89,140000,17500000,14450000,0.053099999999999994,70096.6657995964
Fjarðabyggð,2019,90-99,147000,18000000,12725000,0.053099999999999994,72099.42767958489
Fjarðabyggð,2019,100-109,150000,18000000,14600000,0.053099999999999994,72099.42767958489
Fjarðabyggð,2019,110-150,137500,16700000,15550000,0.053099999999999994,66892.24679161486
Fjarðabyggð,2020,60-69,125000,12042000,9220000,0.0405,40426.175383097514
Fjarðabyggð,2020,70-79,122850,9500000,8930000,0.0405,31892.431999620196
Fjarðabyggð,2020,80-89,135000,15875000,13450000,0.0405,53293.93242041796
Fjarðabyggð,2020,90-99,150250,19000000,14525000,0.0405,63784.86399924039
Fjarðabyggð,2020,100-109,165000,20500000,17250000,0.0405,68820.51115707515
Fjarðabyggð,2020,110-150,135000,19781000,17425000,0.0405,66406.75761941969
Fjarðabyggð,2021,50-59,99864.5,10850000,11300000,0.037875,35027.852904382125
Fjarðabyggð,2021,60-69,136000,17500000,12950000,0.037875,56496.536942551815
Fjarðabyggð,2021,70-79,130000,20200000,12925000,0.037875,65213.145499402664
Fjarðabyggð,2021,80-89,134369.5,21100000,16100000,0.037875,68118.68168501962
Fjarðabyggð,2021,90-99,155000,21700000,16850000,0.037875,70055.70580876425
Fjarðabyggð,2021,100-109,165000,24500000,17350000,0.037875,79095.15171957253
Fjarðabyggð,2021,110-150,160000,17475000,18400000,0.037875,56415.827604062455
Fjarðabyggð,2022,60-69,131058.5,19000000,12400000,0.06,83216.3914147424
Fjarðabyggð,2022,70-79,120000,16750000,10400000,0.06,73361.8187472071
Fjarðabyggð,2022,80-89,155789,26400000,17025000,0.06,115626.98596574731
Fjarðabyggð,2022,90-99,160000,24700000,14700000,0.06,108181.30883916511
Fjarðabyggð,2022,100-109,170000,25850000,23175000,0.06,113218.09042479424
Fjarðabyggð,2022,110-150,157500,23685000,19250000,0.06,103735.80161358808
Garðabær,2011,50-59,92071,16275000,12625000,0.059,70386.22519231973
Garðabær,2011,70-79,96000,17500000,14950000,0.059,75684.11311002122
Garðabær,2011,80-89,105000,21450000,16825000,0.059,92767.09864056887
Garðabær,2011,90-99,135000,21300000,18700000,0.059,92118.3776710544
Garðabær,2011,100-109,122593.5,27500000,23450000,0.059,118932.17774431907
Garðabær,2011,110-150,140000,30500000,26825000,0.059,131906.59713460843
Garðabær,2012,60-69,102026.5,17625000,16475000,0.0641,81213.23782615564
Garðabær,2012,70-79,105000,21000000,17325000,0.0641,96764.70889924928
Garðabær,2012,80-89,135000,23750000,19725000,0.0641,109436.27792177002
Garðabær,2012,90-99,143500,23500000,21550000,0.0641,108284.31710154084
Garðabær,2012,100-109,165000,28500000,23250000,0.0641,131323.53350612402
Garðabær,2012,110-150,145000,29900000,26300000,0.0641,137774.5140994073
Garðabær,2013,50-59,96618.5,20900000,17700000,0.0675,100316.98019507833
Garðabær,2013,60-69,127500,19300000,17900000,0.0675,92637.21137631635
Garðabær,2013,70-79,120000,23750000,17300000,0.0675,113996.56840349812
Garðabær,2013,80-89,140000,26000000,22625000,0.0675,124796.24330488214
Garðabær,2013,90-99,145000,25500000,23100000,0.0675,122396.31554901903
Garðabær,2013,100-109,157500,31000000,23950000,0.0675,148795.52086351332
Garðabær,2013,110-150,150000,38900000,25650000,0.0675,186714.37940615058
Garðabær,2014,50-59,135000,20000000,15200000,0.06416666666666666,92231.67061976176
Garðabær,2014,60-69,132500,22500000,18850000,0.06416666666666666,103760.62944723197
Garðabær,2014,70-79,150000,24250000,18925000,0.06416666666666666,111830.90062646112
Garðabær,2014,80-89,142500,28200000,22750000,0.06416666666666666,130046.65557386407
Garðabær,2014,90-99,160000,30500000,24550000,0.06416666666666666,140653.29769513666
Garðabær,2014,100-109,175000,34825000,25225000,0.06416666666666666,160598.39646666017
Garðabær,2014,110-150,175000,39600000,29700000,0.06416666666666666,182618.7078271283
Garðabær,2015,50-59,125000,21500000,15550000,0.066875,102433.95071133444
Garðabær,2015,60-69,135000,25500000,18450000,0.066875,121491.42991344316
Garðabær,2015,70-79,160000,27600000,21200000,0.066875,131496.60649455024
Garðabær,2015,80-89,157808,32900000,23800000,0.066875,156747.7664373443
Garðabær,2015,90-99,177500,34500000,23250000,0.066875,164370.7581181878
Garðabær,2015,100-109,200000,37250000,30100000,0.066875,177472.77506963757
Garðabær,2015,110-150,200000,41900000,33700000,0.066875,199627.09464208895
Garðabær,2016,50-59,150500,28450000,19975000,0.06625,134539.14443602655
Garðabær,2016,60-69,155000,30000000,20350000,0.06625,141869.04509950077
Garðabær,2016,70-79,161500,30700000,21650000,0.06625,145179.3228184891
Garðabær,2016,80-89,167500,36550000,25500000,0.06625,172843.78661289174
Garðabær,2016,90-99,190000,38800000,31600000,0.06625,183483.9649953543
Garðabær,2016,100-109,207500,43700000,36950000,0.06625,206655.90902827278
Garðabær,2016,110-150,210000,48900000,36675000,0.06625,231246.54351218624
Garðabær,2017,50-59,115818,24450000,17250000,0.06,107086.35632055008
Garðabær,2017,60-69,155000,35900000,22400000,0.06,157235.18167311852
Garðabær,2017,70-79,180000,35700000,24300000,0.06,156359.2196582265
Garðabær,2017,80-89,215000,41000000,30575000,0.06,179572.21305286515
Garðabær,2017,90-99,197500,40800000,28350000,0.06,178696.25103797312
Garðabær,2017,100-109,217500,46700000,37575000,0.06,204537.13047728786
Garðabær,2017,110-150,233200,54200000,43400000,0.06,237385.7060357388
Garðabær,2018,50-59,185000,32837500,24575000,0.06,143822.01332008437
Garðabær,2018,60-69,210000,33800000,26950000,0.06,148037.58051675226
Garðabær,2018,70-79,195000,38000000,28650000,0.06,166432.7828294848
Garðabær,2018,80-89,225000,39800000,32900000,0.06,174316.440963513
Garðabær,2018,90-99,202500,45350000,37100000,0.06,198624.38687676672
Garðabær,2018,100-109,232500,49600000,39775000,0.06,217238.57969322224
Garðabær,2018,110-150,250000,58150000,46425000,0.06,254685.9558298563
Garðabær,2019,50-59,162709,36350000,27525000,0.053099999999999994,145600.7886751617
Garðabær,2019,60-69,185000,38950000,30775000,0.053099999999999994,156015.15045110174
Garðabær,2019,70-79,210000,37450000,32100000,0.053099999999999994,150006.86481113633
Garðabær,2019,80-89,235000,46595000,20125000,0.053099999999999994,186637.37959612542
Garðabær,2019,90-99,240000,46400000,37200000,0.053099999999999994,185856.30246292992
Garðabær,2019,100-109,250000,52675000,45025000,0.053099999999999994,210990.96405678522
Garðabær,2019,110-150,247500,62500000,50550000,0.053099999999999994,250345.2349985586
Garðabær,2020,50-59,190000,35000000,29250000,0.0405,117498.43368281123
Garðabær,2020,60-69,198187,40900000,36550000,0.0405,137305.312503628
Garðabær,2020,70-79,195000,41900000,37400000,0.0405,140662.41060885118
Garðabær,2020,80-89,230000,47900000,41125000,0.0405,160804.99924019026
Garðabær,2020,90-99,245000,51900000,44700000,0.0405,174233.39166108295
Garðabær,2020,100-109,241000,54900000,47300000,0.0405,184304.6859767525
Garðabær,2020,110-150,250000,62900000,54450000,0.0405,211161.4708185379
Garðabær,2021,50-59,187500,41500000,34050000,0.037875,133977.50189233717
Garðabær,2021,60-69,200000,46200000,38050000,0.037875,149150.85752833678
Garðabær,2021,70-79,199000,46100000,39900000,0.037875,148828.02017437937
Garðabær,2021,80-89,230000,51475000,43625000,0.037875,166180.5279495917
Garðabær,2021,90-99,242500,56900000,43950000,0.037875,183694.45440178274
Garðabær,2021,100-109,250000,61675000,51525000,0.037875,199109.93805325046
Garðabær,2021,110-150,260000,70350000,56500000,0.037875,227116.0785090583
Garðabær,2022,50-59,210000,53250000,36975000,0.06,233224.88646500168
Garðabær,2022,60-69,212500,53000000,38675000,0.06,232129.93394638665
Garðabær,2022,70-79,212500,58500000,44250000,0.06,256218.88935591737
Garðabær,2022,80-89,250000,68250000,23325000,0.06,298922.0375819036
Garðabær,2022,90-99,250000,70500000,49150000,0.06,308776.61024943885
Garðabær,2022,100-109,250000,72250000,53650000,0.06,316441.27787974407
Garðabær,2022,110-150,273000,86500000,58650000,0.06,378853.57144080085
Grindavíkurbær,2012,60-69,70000,10000000,9300000,0.0641,46078.43280916633
Grindavíkurbær,2012,100-109,113000,19700000,18500000,0.0641,90774.51263405765
Grindavíkurbær,2013,80-89,100000,9000000,13550000,0.0675,43198.69960553613
Grindavíkurbær,2014,80-89,110000,17000000,14750000,0.06416666666666666,78396.9200267975
Grindavíkurbær,2014,90-99,120000,18700000,17000000,0.06416666666666666,86236.61202947724
Grindavíkurbær,2014,100-109,125000,24300000,20250000,0.06416666666666666,112061.47980301053
Grindavíkurbær,2014,110-150,130000,12500000,14750000,0.06416666666666666,57644.7941373511
Grindavíkurbær,2015,50-59,85000,11000000,9010000,0.066875,52408.06780579901
Grindavíkurbær,2015,60-69,90000,15500000,9010000,0.066875,73847.73190817134
Grindavíkurbær,2015,80-89,127000,16800000,14225000,0.066875,80041.41264885667
Grindavíkurbær,2015,90-99,120000,21706000,17150000,0.066875,103415.41089024303
Grindavíkurbær,2015,100-109,116500,29300000,20175000,0.066875,139596.03515544647
Grindavíkurbær,2015,110-150,142500,18350000,15575000,0.066875,87426.18583967381
Grindavíkurbær,2016,50-59,94000,11000000,8500000,0.06625,52018.64986981694
Grindavíkurbær,2016,80-89,129000,19500000,15150000,0.06625,92214.87931467549
Grindavíkurbær,2016,90-99,139000,22500000,16300000,0.06625,106401.78382462557
Grindavíkurbær,2016,100-109,140000,21000000,17700000,0.06625,99308.33156965053
Grindavíkurbær,2016,110-150,165000,24250000,19950000,0.06625,114677.47812209645
Grindavíkurbær,2017,50-59,95216,16900000,8730000,0.06,74018.79025837613
Grindavíkurbær,2017,80-89,155000,24600000,17325000,0.06,107743.3278317191
Grindavíkurbær,2017,90-99,155000,28000000,18550000,0.06,122634.68208488352
Grindavíkurbær,2017,100-109,120000,30000000,18300000,0.06,131394.30223380376
Grindavíkurbær,2017,110-150,157500,33000000,21500000,0.06,144533.73245718415
Grindavíkurbær,2018,50-59,125000,23000000,10900000,0.06,100735.6317125829
Grindavíkurbær,2018,80-89,158000,24000000,14850000,0.06,105115.44178704302
Grindavíkurbær,2018,90-99,168000,27200000,21450000,0.06,119130.83402531542
Grindavíkurbær,2018,110-150,150000,33500000,26450000,0.06,146723.6374944142
Grindavíkurbær,2019,70-79,130000,14700000,15300000,0.053099999999999994,58881.19927166099
Grindavíkurbær,2019,80-89,167427.5,27900000,22950000,0.053099999999999994,111754.11290335657
Grindavíkurbær,2019,90-99,167000,31000000,25950000,0.053099999999999994,124171.23655928507
Grindavíkurbær,2019,100-109,190000,31200000,27150000,0.053099999999999994,124972.34131128046
Grindavíkurbær,2019,110-150,189500,37300000,30600000,0.053099999999999994,149406.0362471398
Grindavíkurbær,2020,50-59,108283,19000000,14850000,0.0405,63784.86399924039
Grindavíkurbær,2020,80-89,180000,30000000,19550000,0.0405,100712.94315669534
Grindavíkurbær,2020,90-99,183000,32900000,29400000,0.0405,110448.52766184257
Grindavíkurbær,2020,100-109,180000,36000000,33850000,0.0405,120855.53178803441
Grindavíkurbær,2020,110-150,210000,33100000,29100000,0.0405,111119.9472828872
Grindavíkurbær,2021,80-89,180000,35250000,22100000,0.037875,113800.16726999723
Grindavíkurbær,2021,90-99,185000,33000000,30000000,0.037875,106536.32680595486
Grindavíkurbær,2021,110-150,215000,42000000,36150000,0.037875,135591.68866212436
Grindavíkurbær,2022,60-69,180000,36900000,12750000,0.06,161614.99174757864
Grindavíkurbær,2022,70-79,182500,34750000,18475000,0.06,152198.40008748937
Grindavíkurbær,2022,80-89,185000,39250000,14925000,0.06,171907.54542255995
Grindavíkurbær,2022,90-99,200500,42250000,32475000,0.06,185046.9756459403
Grindavíkurbær,2022,110-150,230000,39000000,24650000,0.06,170812.59290394493
Grundarfjarðarbær,2012,80-89,85000,16322000,14350000,0.0641,75209.21803112127
Grundarfjarðarbær,2013,80-89,95000,18250000,15350000,0.0675,87597.36308900382
Grundarfjarðarbær,2013,110-150,110000,26300000,21600000,0.0675,126236.19995840002
Grundarfjarðarbær,2014,110-150,110000,30000000,14830000,0.06416666666666666,138347.50592964265
Grundarfjarðarbær,2015,80-89,65000,18250000,14550000,0.066875,86949.74885962109
Grundarfjarðarbær,2018,70-79,120000,19000000,13775000,0.06,83216.3914147424
Grundarfjarðarbær,2018,110-150,163887,23500000,16700000,0.06,102925.53674981296
Grundarfjarðarbær,2019,80-89,140935,18400000,18850000,0.053099999999999994,73701.63718357566
Grundarfjarðarbær,2021,70-79,122500,18500000,14000000,0.037875,59724.91048212621
Grundarfjarðarbær,2021,80-89,141500,20850000,19450000,0.037875,67311.58830012602
Grundarfjarðarbær,2022,60-69,130000,20000000,14150000,0.06,87596.2014892025
Grundarfjarðarbær,2022,70-79,137000,19000000,14400000,0.06,83216.3914147424
Grundarfjarðarbær,2022,110-150,175000,27500000,23050000,0.06,120444.77704765345
Hafnarfjarðarkaupstaður,2011,50-59,90000,12500000,10800000,0.059,54060.08079287231
Hafnarfjarðarkaupstaður,2011,60-69,100000,15000000,12550000,0.059,64872.096951446765
Hafnarfjarðarkaupstaður,2011,70-79,110340,17906000,15450000,0.059,77439.98453417372
Hafnarfjarðarkaupstaður,2011,80-89,120000,19900000,16200000,0.059,86063.6486222527
Hafnarfjarðarkaupstaður,2011,90-99,125354,21650000,17800000,0.059,93632.05993325483
Hafnarfjarðarkaupstaður,2011,100-109,135000,22100000,18750000,0.059,95578.22284179823
Hafnarfjarðarkaupstaður,2011,110-150,140000,25500000,20900000,0.059,110282.5648174595
Hafnarfjarðarkaupstaður,2012,50-59,94094,14300000,12000000,0.0641,65892.15891710785
Hafnarfjarðarkaupstaður,2012,60-69,110000,15450000,13050000,0.0641,71191.17869016196
Hafnarfjarðarkaupstaður,2012,70-79,125000,18700000,15650000,0.0641,86166.66935314103
Hafnarfjarðarkaupstaður,2012,80-89,130000,19600000,17000000,0.0641,90313.728305966
Hafnarfjarðarkaupstaður,2012,90-99,140000,22350000,18750000,0.0641,102985.29732848673
Hafnarfjarðarkaupstaður,2012,100-109,145000,23000000,19600000,0.0641,105980.39546108255
Hafnarfjarðarkaupstaður,2012,110-150,153462.5,26800000,22350000,0.0641,123490.19992856575
Hafnarfjarðarkaupstaður,2013,50-59,97190,15250000,12950000,0.0675,73197.7965538251
Hafnarfjarðarkaupstaður,2013,60-69,117200,16175000,15325000,0.0675,77637.66290217187
Hafnarfjarðarkaupstaður,2013,70-79,131580,20000000,17500000,0.0675,95997.11023452472
Hafnarfjarðarkaupstaður,2013,80-89,140000,20734500,18650000,0.0675,99522.60410788764
Hafnarfjarðarkaupstaður,2013,90-99,145634,22850000,20150000,0.0675,109676.6984429445
Hafnarfjarðarkaupstaður,2013,100-109,160000,24250000,22175000,0.0675,116396.49615936122
Hafnarfjarðarkaupstaður,2013,110-150,167073.5,27450000,24575000,0.0675,131756.0337968852
Hafnarfjarðarkaupstaður,2014,50-59,99953.5,17000000,13300000,0.06416666666666666,78396.9200267975
Hafnarfjarðarkaupstaður,2014,60-69,128250,20900000,14900000,0.06416666666666666,96382.09579765103
Hafnarfjarðarkaupstaður,2014,70-79,150000,21325000,17500000,0.06416666666666666,98342.01879832098
Hafnarfjarðarkaupstaður,2014,80-89,150000,23000000,19200000,0.06416666666666666,106066.42121272601
Hafnarfjarðarkaupstaður,2014,90-99,154000,26025000,19725000,0.06416666666666666,120016.46139396499
Hafnarfjarðarkaupstaður,2014,100-109,170000,27500000,21250000,0.06416666666666666,126818.54710217242
Hafnarfjarðarkaupstaður,2014,110-150,170000,31000000,25100000,0.06416666666666666,142959.08946063073
Hafnarfjarðarkaupstaður,2015,50-59,101609,18500000,13950000,0.066875,88140.84130975288
Hafnarfjarðarkaupstaður,2015,60-69,140000,21500000,16150000,0.066875,102433.95071133444
Hafnarfjarðarkaupstaður,2015,70-79,153000,24000000,20150000,0.066875,114344.8752126524
Hafnarfjarðarkaupstaður,2015,80-89,159883,25500000,20275000,0.066875,121491.42991344316
Hafnarfjarðarkaupstaður,2015,90-99,170000,27665000,21975000,0.066875,131806.29053158453
Hafnarfjarðarkaupstaður,2015,100-109,175000,29575000,24200000,0.066875,140906.23685059143
Hafnarfjarðarkaupstaður,2015,110-150,184264,34510000,26850000,0.066875,164418.40181619307
Hafnarfjarðarkaupstaður,2016,50-59,107299,22000000,16100000,0.06625,104037.29973963388
Hafnarfjarðarkaupstaður,2016,60-69,140000,25500000,17775000,0.06625,120588.68833457564
Hafnarfjarðarkaupstaður,2016,70-79,160500,28350000,20625000,0.06625,134066.2476190282
Hafnarfjarðarkaupstaður,2016,80-89,165000,28400000,21850000,0.06625,134302.6960275274
Hafnarfjarðarkaupstaður,2016,90-99,172894,32000000,23950000,0.06625,151326.98143946746
Hafnarfjarðarkaupstaður,2016,100-109,186000,32000000,26600000,0.06625,151326.98143946746
Hafnarfjarðarkaupstaður,2016,110-150,200000,38000000,29100000,0.06625,179700.79045936762
Hafnarfjarðarkaupstaður,2017,50-59,157500,28500000,18450000,0.06,124824.58712211359
Hafnarfjarðarkaupstaður,2017,60-69,159000,30700000,20775000,0.06,134460.16928592586
Hafnarfjarðarkaupstaður,2017,70-79,189000,32500000,23100000,0.06,142343.8274199541
Hafnarfjarðarkaupstaður,2017,80-89,186000,36000000,25500000,0.06,157673.16268056454
Hafnarfjarðarkaupstaður,2017,90-99,200000,37800000,27375000,0.06,165556.82081459276
Hafnarfjarðarkaupstaður,2017,100-109,205210,40000000,30450000,0.06,175192.402978405
Hafnarfjarðarkaupstaður,2017,110-150,220000,44000000,33750000,0.06,192711.64327624554
Hafnarfjarðarkaupstaður,2018,50-59,170000,28100000,21750000,0.06,123072.66309232953
Hafnarfjarðarkaupstaður,2018,60-69,180000,32000000,24150000,0.06,140153.922382724
Hafnarfjarðarkaupstaður,2018,70-79,200000,36500000,29050000,0.06,159863.0677177946
Hafnarfjarðarkaupstaður,2018,80-89,203500,37500000,29900000,0.06,164242.87779225473
Hafnarfjarðarkaupstaður,2018,90-99,215000,38700000,31925000,0.06,169498.64988160686
Hafnarfjarðarkaupstaður,2018,100-109,230000,41950000,35100000,0.06,183733.03262360225
Hafnarfjarðarkaupstaður,2018,110-150,235000,45950000,38900000,0.06,201252.27292144278
Hafnarfjarðarkaupstaður,2019,50-59,167500,29600000,24250000,0.053099999999999994,118563.50329531736
Hafnarfjarðarkaupstaður,2019,60-69,191250,33500000,28300000,0.053099999999999994,134185.04595922743
Hafnarfjarðarkaupstaður,2019,70-79,200000,36000000,31350000,0.053099999999999994,144198.85535916977
Hafnarfjarðarkaupstaður,2019,80-89,220000,38000000,32950000,0.053099999999999994,152209.90287912363
Hafnarfjarðarkaupstaður,2019,90-99,225000,39250000,35000000,0.053099999999999994,157216.8075790948
Hafnarfjarðarkaupstaður,2019,100-109,240000,41000000,38200000,0.053099999999999994,164226.47415905446
Hafnarfjarðarkaupstaður,2019,110-150,246000,47500000,42700000,0.053099999999999994,190262.37859890456
Hafnarfjarðarkaupstaður,2020,50-59,175000,32500000,26950000,0.0405,109105.68841975329
Hafnarfjarðarkaupstaður,2020,60-69,190000,36000000,30200000,0.0405,120855.53178803441
Hafnarfjarðarkaupstaður,2020,70-79,210000,38200000,34700000,0.0405,128241.1476195254
Hafnarfjarðarkaupstaður,2020,80-89,220000,42000000,36800000,0.0405,140998.1204193735
Hafnarfjarðarkaupstaður,2020,90-99,220000,43050000,37925000,0.0405,144523.07342985782
Hafnarfjarðarkaupstaður,2020,100-109,235000,45000000,42900000,0.0405,151069.414735043
Hafnarfjarðarkaupstaður,2020,110-150,250000,49450000,45800000,0.0405,166008.50130328618
Hafnarfjarðarkaupstaður,2021,50-59,180000,35900000,28600000,0.037875,115898.61007072058
Hafnarfjarðarkaupstaður,2021,60-69,194480.5,40100000,31750000,0.037875,129457.77893693301
Hafnarfjarðarkaupstaður,2021,70-79,210000,44000000,36300000,0.037875,142048.43574127313
Hafnarfjarðarkaupstaður,2021,80-89,225000,47900000,37550000,0.037875,154639.09254561327
Hafnarfjarðarkaupstaður,2021,90-99,235000,52000000,41400000,0.037875,167875.42405786825
Hafnarfjarðarkaupstaður,2021,100-109,240000,52500000,43200000,0.037875,169489.61082765544
Hafnarfjarðarkaupstaður,2021,110-150,260000,59900000,47750000,0.037875,193379.57502050593
Hafnarfjarðarkaupstaður,2022,50-59,148018,42400000,29900000,0.06,185703.94715710933
Hafnarfjarðarkaupstaður,2022,60-69,148018,48250000,34450000,0.06,211325.83609270107
Hafnarfjarðarkaupstaður,2022,70-79,220000,50250000,37650000,0.06,220085.45624162134
Hafnarfjarðarkaupstaður,2022,80-89,230000,53000000,40800000,0.06,232129.93394638665
Hafnarfjarðarkaupstaður,2022,90-99,245000,58000000,41250000,0.06,254028.9843186873
Hafnarfjarðarkaupstaður,2022,100-109,250000,58950000,45575000,0.06,258189.80388942442
Hafnarfjarðarkaupstaður,2022,110-150,275000,69400000,50350000,0.06,303958.8191675327
Hörgársveit,2020,80-89,132500,23600000,23450000,0.0405,79227.51528326701
Hörgársveit,2021,80-89,168185,31000000,24050000,0.037875,100079.57972680607
Húnabyggð,2011,110-150,50000,9209000,6760000,0.059,39827.142721724886
Húnabyggð,2015,60-69,58883.5,10000000,7410000,0.066875,47643.698005271835
Húnabyggð,2016,60-69,70000,10000000,7490000,0.06625,47289.681699833585
Húnabyggð,2016,80-89,40000,12250000,9770000,0.06625,57929.860082296145
Húnabyggð,2019,90-99,105974,10500000,11100000,0.053099999999999994,42057.99947975785
Húnabyggð,2021,110-150,147229,10300000,12700000,0.037875,33252.24745761621
Húnabyggð,2022,80-89,104500,16500000,11650000,0.06,72266.86622859207
Húnabyggð,2022,110-150,161250,14450000,13400000,0.06,63288.25557594882
Húnaþing vestra,2017,110-150,140000,25600000,10850000,0.06,112123.13790617922
Hveragerðisbær,2013,70-79,90000,11700000,12650000,0.0675,56158.309487196966
Hveragerðisbær,2014,60-69,70670,9450000,10750000,0.06416666666666666,43579.46436783743
Hveragerðisbær,2014,80-89,112500,16500000,16150000,0.06416666666666666,76091.12826130344
Hveragerðisbær,2015,80-89,105000,16600000,13850000,0.066875,79088.53868875124
Hveragerðisbær,2015,100-109,103038,15750000,16775000,0.066875,75038.82435830313
Hveragerðisbær,2016,60-69,150000,13550000,11425000,0.06625,64077.51870327451
Hveragerðisbær,2016,90-99,140500,22500000,18425000,0.06625,106401.78382462557
Hveragerðisbær,2017,90-99,149500,27750000,16450000,0.06,121539.72956626849
Hveragerðisbær,2018,50-59,91500,14250000,11100000,0.06,62412.293561056795
Hveragerðisbær,2018,70-79,100000,19500000,13475000,0.06,85406.29645197246
Hveragerðisbær,2018,90-99,180000,30750000,19550000,0.06,134679.15978964887
Hveragerðisbær,2018,110-150,185000,36342500,23375000,0.06,159173.24763106712
Hveragerðisbær,2019,50-59,110000,18000000,15200000,0.053099999999999994,72099.42767958489
